id,imdb_id,original_language,original_title,release_date,title,video
13,tt0109830,en,Forrest Gump,1994-07-06,Forrest Gump,FALSE
712,tt0109831,en,Four Weddings and a Funeral,1994-03-09,Four Weddings and a Funeral,FALSE
16295,tt0113305,en,Higher Learning,1995-01-11,Higher Learning,FALSE
48992,tt0110091,en,I Like It Like That,1994-10-14,I Like It Like That,FALSE
10879,tt0110093,en,I Love Trouble,1994-06-29,I Love Trouble,FALSE
10660,tt0110167,en,It Could Happen to You,1994-07-29,It Could Happen to You,FALSE
10714,tt0110213,en,The Jungle Book,1994-12-23,The Jungle Book,FALSE
41647,tt0107472,en,Die Macht der Bilder: Leni Riefenstahl,1993-09-11,"The Wonderful, Horrible Life of Leni Riefenstahl",FALSE
8587,tt0110357,en,The Lion King,1994-06-23,The Lion King,FALSE
1689,tt0107426,en,Little Buddha,1993-12-01,Little Buddha,FALSE
11596,tt0111686,en,New Nightmare,1994-10-13,New Nightmare,FALSE
854,tt0110475,en,The Mask,1994-07-29,The Mask,FALSE
9359,tt0110478,en,Maverick,1994-05-20,Maverick,FALSE
23333,tt0110588,en,Mrs. Parker and the Vicious Circle,1994-09-07,Mrs. Parker and the Vicious Circle,FALSE
36593,tt0110622,en,The Naked Gun 33⅓: The Final Insult,1994-03-18,The Naked Gun 33⅓: The Final Insult,FALSE
12280,tt0110771,en,The Paper,1994-03-18,The Paper,FALSE
2788,tt0110950,en,Reality Bites,1994-02-18,Reality Bites,FALSE
10427,tt0105226,en,Red Rock West,1993-07-08,Red Rock West,FALSE
11011,tt0110989,en,Ri¢hie Ri¢h,1994-12-19,Ri¢hie Ri¢h,FALSE
49803,tt0111054,en,Safe Passage,1994-12-01,Safe Passage,FALSE
8987,tt0110997,en,The River Wild,1994-09-30,The River Wild,FALSE
1637,tt0111257,en,Speed,1994-06-09,Speed,FALSE
15128,tt0111256,en,Speechless,1994-12-16,Speechless,FALSE
8831,tt0111438,en,Timecop,1994-09-15,Timecop,FALSE
36955,tt0111503,en,True Lies,1994-07-14,True Lies,FALSE
10449,tt0111693,en,When a Man Loves a Woman,1994-04-29,When a Man Loves a Woman,FALSE
10395,tt0111742,en,Wolf,1994-06-17,Wolf,FALSE
12160,tt0111756,en,Wyatt Earp,1994-06-24,Wyatt Earp,FALSE
40480,tt0112443,en,Bad Company,1995-01-20,Bad Company,FALSE
52038,tt0110455,en,A Man of No Importance,1994-12-22,A Man of No Importance,FALSE
29444,tt0111048,en,S.F.W.,1994-09-15,S.F.W.,FALSE
26352,tt0110399,en,A Low Down Dirty Shame,1994-11-23,A Low Down Dirty Shame,FALSE
39953,tt0112570,en,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,"Boys Life: Three Stories of Love, Lust, and Liberation",FALSE
41580,tt0109454,fr,Le colonel Chabert,1994-01-01,Colonel Chabert,FALSE
315,tt0059170,en,"Faster, Pussycat! Kill! Kill!",1965-08-06,"Faster, Pussycat! Kill! Kill!",FALSE
22067,tt0110186,en,Jason's Lyric,1994-09-28,Jason's Lyric,FALSE
18242,tt0108069,en,The Secret Adventures of Tom Thumb,1993-12-10,The Secret Adventures of Tom Thumb,FALSE
11667,tt0111301,en,Street Fighter,1994-12-22,Street Fighter,FALSE
32502,tt0112702,en,Coldblooded,1995-09-15,Coldblooded,FALSE
267188,tt0112849,en,Desert Winds,1997-12-31,Desert Winds,FALSE
28732,tt0113014,en,Fall Time,1995-05-13,Fall Time,FALSE
75555,tt0113043,en,The Fear,1995-01-20,The Fear,FALSE
42981,tt0113104,en,Frank and Ollie,1995-10-20,Frank and Ollie,FALSE
278939,tt0113173,en,Girl in the Cadillac,1995-10-24,Girl in the Cadillac,FALSE
291731,tt0113319,en,Homage,1995-05-03,Homage,FALSE
226229,tt0113827,en,Mirage,1995-11-21,Mirage,FALSE
203119,tt0114047,en,Open Season,1996-05-03,Open Season,FALSE
172923,tt0112889,en,Dos Crímenes,1995-05-26,Dos Crímenes,FALSE
316098,tt0109339,en,Brother Minister: The Assassination of Malcolm X,1995-03-01,Brother Minister: The Assassination of Malcolm X,FALSE
8011,tt0110027,en,Highlander III: The Sorcerer,1994-11-29,Highlander: The Final Dimension,FALSE
171857,tt0109785,en,Federal Hill,1995-02-24,Federal Hill,FALSE
2654,tt0113409,en,In the Mouth of Madness,1994-12-12,In the Mouth of Madness,FALSE
18069,tt0109021,en,8 Seconds,1994-02-25,8 Seconds,FALSE
19092,tt0109035,en,Above the Rim,1994-03-23,Above the Rim,FALSE
2758,tt0106220,en,Addams Family Values,1993-11-19,Addams Family Values,FALSE
38129,tt0111804,en,Martin Lawrence: You So Crazy,1994-04-27,Martin Lawrence: You So Crazy,FALSE
10436,tt0106226,en,The Age of Innocence,1993-09-17,The Age of Innocence,FALSE
13595,tt0109068,en,Airheads,1994-08-05,Airheads,FALSE
46094,tt0109067,en,The Air Up There,1994-01-07,The Air Up There,FALSE
9409,tt0106292,en,Another Stakeout,1993-07-22,Another Stakeout,FALSE
11853,tt0109198,en,Bad Girls,1994-04-22,Bad Girls,FALSE
16771,tt0109219,en,Barcelona,1994-07-29,Barcelona,FALSE
46924,tt0106379,en,Being Human,1994-05-06,Being Human,FALSE
11041,tt0106400,en,The Beverly Hillbillies,1993-10-15,The Beverly Hillbillies,FALSE
306,tt0109254,en,Beverly Hills Cop III,1994-05-24,Beverly Hills Cop III,FALSE
14522,tt0109279,en,Black Beauty,1994-07-29,Black Beauty,FALSE
26203,tt0109297,en,Blink,1994-01-26,Blink,FALSE
178,tt0109303,en,Blown Away,1994-07-01,Blown Away,FALSE
19819,tt0109305,en,Blue Chips,1994-02-18,Blue Chips,FALSE
57834,tt0109306,en,Blue Sky,1994-09-16,Blue Sky,FALSE
4722,tt0106452,en,Body Snatchers,1993-06-09,Body Snatchers,FALSE
18215,tt0106471,en,Boxing Helena,1993-06-18,Boxing Helena,FALSE
1607,tt0106489,en,A Bronx Tale,1993-09-14,A Bronx Tale,FALSE
26391,tt0109361,en,Cabin Boy,1994-01-07,Cabin Boy,FALSE
117553,tt0106505,en,Calendar Girl,1993-09-03,Calendar Girl,FALSE
6075,tt0106519,en,Carlito's Way,1993-11-10,Carlito's Way,FALSE
11310,tt0109439,en,City Slickers II: The Legend of Curly's Gold,1994-06-10,City Slickers II: The Legend of Curly's Gold,FALSE
18658,tt0109443,en,Clean Slate,1994-05-06,Clean Slate,FALSE
9350,tt0106582,en,Cliffhanger,1993-05-28,Cliffhanger,FALSE
9612,tt0106598,en,Coneheads,1993-07-23,Coneheads,FALSE
2124,tt0109456,en,Color of Night,1994-08-19,Color of Night,FALSE
26261,tt0109480,en,Cops & Robbersons,1994-04-15,Cops & Robbersons,FALSE
19176,tt0109493,en,The Cowboy Way,1994-06-03,The Cowboy Way,FALSE
49299,tt0106660,en,Dangerous Game,1993-11-19,Dangerous Game,FALSE
11566,tt0106673,en,Dave,1993-05-07,Dave,FALSE
9571,tt0106677,en,Dazed and Confused,1993-09-24,Dazed and Confused,FALSE
9739,tt0106697,en,Demolition Man,1993-10-08,Demolition Man,FALSE
24257,tt0109729,en,The Endless Summer 2,1994-06-03,The Endless Summer 2,FALSE
34444,tt0106834,en,Even Cowgirls Get the Blues,1994-05-13,Even Cowgirls Get the Blues,FALSE
26141,tt0106873,en,Fatal Instinct,1993-10-29,Fatal Instinct,FALSE
10997,tt0106332,zh,霸王别姬,1993-09-16,Farewell My Concubine,FALSE
50463,tt0109783,en,The Favor,1994-04-29,The Favor,FALSE
10443,tt0106881,en,Fearless,1993-10-15,Fearless,FALSE
20239,tt0106880,en,Fear of a Black Hat,1994-10-28,Fear of a Black Hat,FALSE
16297,tt0111732,en,With Honors,1994-04-29,With Honors,FALSE
18551,tt0106926,en,Flesh and Bone,1993-11-05,Flesh and Bone,FALSE
25440,tt0111712,en,Widows' Peak,1994-05-13,Widows' Peak,FALSE
9024,tt0106941,en,For Love or Money,1993-10-01,For Love or Money,FALSE
37233,tt0106918,en,The Firm,1993-06-30,The Firm,FALSE
1634,tt0106965,en,Free Willy,1993-07-16,Free Willy,FALSE
13815,tt0109842,en,Fresh,1994-08-24,Fresh,FALSE
5503,tt0106977,en,The Fugitive,1993-08-06,The Fugitive,FALSE
35588,tt0107004,en,Geronimo: An American Legend,1993-12-10,Geronimo: An American Legend,FALSE
2087,tt0109890,en,The Getaway,1994-02-11,The Getaway,FALSE
41579,tt0109891,en,Getting Even with Dad,1994-06-17,Getting Even with Dad,FALSE
18620,tt0109913,en,Go Fish,1994-06-10,Go Fish,FALSE
41006,tt0109920,en,A Good Man in Africa,1994-07-14,A Good Man in Africa,FALSE
4916,tt0107057,en,Guilty as Sin,1993-06-04,Guilty as Sin,FALSE
2019,tt0107076,en,Hard Target,1993-08-20,Hard Target,FALSE
31642,tt0107096,en,Heaven & Earth,1993-12-24,Heaven & Earth,FALSE
9255,tt0107144,en,Hot Shots! Part Deux,1993-05-21,Hot Shots! Part Deux,FALSE
26271,tt0113674,en,Live Nude Girls,1995-12-08,Live Nude Girls,FALSE
10612,tt0112966,en,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,The Englishman Who Went Up a Hill But Came Down a Mountain,FALSE
2259,tt0107151,en,The House of the Spirits,1993-10-19,The House of the Spirits,FALSE
16097,tt0110064,en,House Party 3,1994-01-01,House Party 3,FALSE
11934,tt0110074,en,The Hudsucker Proxy,1994-03-11,The Hudsucker Proxy,FALSE
106143,tt0110097,en,I'll Do Anything,1994-02-04,I'll Do Anything,FALSE
12475,tt0110123,en,In the Army Now,1994-08-12,In the Army Now,FALSE
9386,tt0107206,en,In the Line of Fire,1993-07-08,In the Line of Fire,FALSE
7984,tt0107207,en,In the Name of the Father,1993-12-12,In the Name of the Father,FALSE
59930,tt0110137,en,The Inkwell,1994-04-22,The Inkwell,FALSE
15765,tt0108551,en,What's Love Got to Do with It,1993-06-09,What's Love Got to Do with It,FALSE
31643,tt0110197,en,Jimmy Hollywood,1994-03-30,Jimmy Hollywood,FALSE
6,tt0107286,en,Judgment Night,1993-10-15,Judgment Night,FALSE
329,tt0107290,en,Jurassic Park,1993-06-11,Jurassic Park,FALSE
10909,tt0107302,en,Kalifornia,1993-09-01,Kalifornia,FALSE
507,tt0110265,en,Killing Zoe,1993-10-01,Killing Zoe,FALSE
34024,tt0107322,en,King of the Hill,1993-08-20,King of the Hill,FALSE
29918,tt0110305,en,Lassie,1994-07-22,Lassie,FALSE
9593,tt0107362,en,Last Action Hero,1993-06-18,Last Action Hero,FALSE
42580,tt0107413,en,Life With Mikey,1993-06-04,Life With Mikey,FALSE
22317,tt0110353,en,Lightning Jack,1994-03-11,Lightning Jack,FALSE
1413,tt0107468,en,M. Butterfly,1993-09-09,M. Butterfly,FALSE
12121,tt0107478,en,Made in America,1993-05-27,Made in America,FALSE
2246,tt0107497,en,Malice,1993-09-29,Malice,FALSE
10502,tt0107501,en,The Man without a Face,1993-08-25,The Man without a Face,FALSE
10440,tt0107507,en,Manhattan Murder Mystery,1993-08-18,Manhattan Murder Mystery,FALSE
9516,tt0107554,en,Menace II Society,1993-05-26,Menace II Society,FALSE
2320,tt0116253,en,Executive Decision,1996-03-15,Executive Decision,FALSE
5879,tt0074102,ja,愛のコリーダ,1976-05-15,In the Realm of the Senses,FALSE
83718,tt0111689,en,What Happened Was...,1994-09-09,What Happened Was...,FALSE
11971,tt0107616,en,Much Ado About Nothing,1993-05-07,Much Ado About Nothing,FALSE
2625,tt0107611,en,Mr. Jones,1993-10-08,Mr. Jones,FALSE
31911,tt0107613,en,Mr. Wonderful,1993-10-15,Mr. Wonderful,FALSE
788,tt0107614,en,Mrs. Doubtfire,1993-11-24,Mrs. Doubtfire,FALSE
21450,tt0107653,en,Naked,1993-09-14,Naked,FALSE
11231,tt0110657,en,The Next Karate Kid,1994-07-18,The Next Karate Kid,FALSE
41588,tt0110649,en,The New Age,1994-09-16,The New Age,FALSE
10447,tt0110678,en,No Escape,1994-04-29,No Escape,FALSE
31586,tt0110687,en,North,1994-07-22,North,FALSE
9300,tt0107756,en,Orlando,1992-09-01,Orlando,FALSE
9559,tt0107808,en,A Perfect World,1993-11-24,A Perfect World,FALSE
9800,tt0107818,en,Philadelphia,1993-12-22,Philadelphia,FALSE
713,tt0107822,en,The Piano,1993-05-19,The Piano,FALSE
8291,tt0107840,en,Poetic Justice,1993-07-23,Poetic Justice,FALSE
18133,tt0107889,en,The Program,1993-09-24,The Program,FALSE
25557,tt0111003,en,The Puppet Masters,1994-10-21,The Puppet Masters,FALSE
22588,tt0110939,en,Radioland Murders,1994-10-21,Radioland Murders,FALSE
10872,tt0110955,en,The Ref,1994-03-09,The Ref,FALSE
1245,tt0107943,en,The Remains of the Day,1993-11-05,The Remains of the Day,FALSE
11858,tt0110971,en,Renaissance Man,1994-06-03,Renaissance Man,FALSE
7007,tt0107969,en,Rising Sun,1993-07-30,Rising Sun,FALSE
10467,tt0111001,en,The Road to Wellville,1994-10-28,The Road to Wellville,FALSE
5550,tt0107978,en,RoboCop 3,1993-04-17,RoboCop 3,FALSE
8005,tt0107977,en,Robin Hood: Men in Tights,1993-07-28,Robin Hood: Men in Tights,FALSE
2088,tt0107983,en,Romeo Is Bleeding,1993-09-13,Romeo Is Bleeding,FALSE
10412,tt0105275,en,Romper Stomper,1992-03-05,Romper Stomper,FALSE
47889,tt0108000,en,Ruby in Paradise,1993-10-08,Ruby in Paradise,FALSE
14534,tt0108002,en,Rudy,1993-09-17,Rudy,FALSE
56583,tt0108026,en,The Saint of Fort Washington,1993-11-03,The Saint of Fort Washington,FALSE
41878,tt0105032,fr,Les Nuits Fauves,1992-08-19,Savage Nights,FALSE
424,tt0108052,en,Schindler's List,1993-11-29,Schindler's List,FALSE
35233,tt0111094,en,The Scout,1994-09-30,The Scout,FALSE
14291,tt0108065,en,Searching for Bobby Fischer,1993-08-13,Searching for Bobby Fischer,FALSE
103413,tt0111102,en,Second Best,1994-09-30,Second Best,FALSE
11236,tt0108071,en,The Secret Garden,1993-08-13,The Secret Garden,FALSE
11592,tt0111127,en,Serial Mom,1994-04-13,Serial Mom,FALSE
8850,tt0111143,en,The Shadow,1994-07-01,The Shadow,FALSE
10445,tt0108101,en,Shadowlands,1993-12-25,Shadowlands,FALSE
695,tt0108122,en,Short Cuts,1993-09-05,Short Cuts,FALSE
43535,tt0111194,en,A Simple Twist of Fate,1994-09-02,A Simple Twist of Fate,FALSE
12519,tt0111201,en,Sirens,1993-10-01,Sirens,FALSE
23210,tt0108149,en,Six Degrees of Separation,1993-12-08,Six Degrees of Separation,FALSE
858,tt0108160,en,Sleepless in Seattle,1993-06-24,Sleepless in Seattle,FALSE
867,tt0108162,en,Sliver,1993-05-21,Sliver,FALSE
78,tt0083658,en,Blade Runner,1982-06-25,Blade Runner,FALSE
13203,tt0108186,en,Son in Law,1993-07-02,Son in Law,FALSE
10442,tt0108174,en,So I Married an Axe Murderer,1993-07-30,So I Married an Axe Murderer,FALSE
11074,tt0108238,en,Striking Distance,1993-09-17,Striking Distance,FALSE
33367,tt0089256,en,Harem,1985-11-20,Harem,FALSE
9607,tt0108255,en,Super Mario Bros.,1993-05-28,Super Mario Bros.,FALSE
17585,tt0111323,en,Surviving the Game,1994-04-15,Surviving the Game,FALSE
9057,tt0111400,en,Terminal Velocity,1994-09-23,Terminal Velocity,FALSE
20967,tt0108328,en,Thirty Two Short Films About Glenn Gould,1993-11-26,Thirty Two Short Films About Glenn Gould,FALSE
10635,tt0111418,en,Threesome,1994-04-08,Threesome,FALSE
9479,tt0107688,en,The Nightmare Before Christmas,1993-10-09,The Nightmare Before Christmas,FALSE
10057,tt0108333,en,The Three Musketeers,1993-11-11,The Three Musketeers,FALSE
11969,tt0108358,en,Tombstone,1993-12-25,Tombstone,FALSE
41590,tt0111488,en,Trial by Jury,1994-09-09,Trial by Jury,FALSE
319,tt0108399,en,True Romance,1993-09-09,True Romance,FALSE
26408,tt0108515,en,The War Room,1993-12-05,The War Room,FALSE
15139,tt0110763,en,The Pagemaster,1994-11-23,The Pagemaster,FALSE
161158,tt0107779,en,"Paris, France",1994-02-04,"Paris, France",FALSE
218473,tt0109226,en,"The Beans of Egypt, Maine",1994-01-01,"The Beans of Egypt, Maine",FALSE
85247,tt0110259,en,Killer,1994-09-14,Killer,FALSE
11446,tt0114906,en,Welcome to the Dollhouse,1995-05-24,Welcome to the Dollhouse,FALSE
51980,tt0107002,en,Germinal,1993-09-29,Germinal,FALSE
24405,tt0109403,en,Chasers,1994-04-22,Chasers,FALSE
11655,tt0104029,en,Cronos,1993-09-12,Cronos,FALSE
11800,tt0110623,en,Naked in New York,1993-11-10,Naked in New York,FALSE
8223,tt0107315,es,Kika,1993-10-28,Kika,FALSE
14587,tt0106408,en,Bhaji on the Beach,1994-01-21,Bhaji on the Beach,FALSE
31504,tt0110363,en,Little Big League,1994-06-29,Little Big League,FALSE
41653,tt0107349,sv,Kådisbellan,1993-09-24,The Slingshot,FALSE
53185,tt0111709,en,Wide Eyed and Legless,1993-09-05,Wide Eyed and Legless,FALSE
95743,tt0109828,en,Foreign Student,1994-07-29,Foreign Student,FALSE
23637,tt0107225,en,Io speriamo che me la cavo,1992-10-01,"Ciao, Professore!",FALSE
17600,tt0111252,en,Spanking the Monkey,1994-01-15,Spanking the Monkey,FALSE
10897,tt0110366,en,The Little Rascals,1994-08-05,The Little Rascals,FALSE
349394,tt0106878,en,À la mode,1993-09-10,À la mode,FALSE
21352,tt0109120,en,Andre,1994-08-17,Andre,FALSE
68806,tt0108059,it,La scorta,1993-01-01,The Escort,FALSE
37345,tt0110892,en,Princess Caraboo,1994-09-16,Princess Caraboo,FALSE
32562,tt0112651,en,The Celluloid Closet,1996-01-30,The Celluloid Closet,FALSE
47507,tt0107642,en,Métisse,1993-01-01,Café au Lait,FALSE
25403,tt0109382,it,Caro diario,1993-10-12,Dear Diary,FALSE
124304,tt0106678,en,De eso no se habla,1993-05-20,I Don't Want to Talk About It,FALSE
9066,tt0112572,en,The Brady Bunch Movie,1995-02-16,The Brady Bunch Movie,FALSE
771,tt0099785,en,Home Alone,1990-11-09,Home Alone,FALSE
251,tt0099653,en,Ghost,1990-07-12,Ghost,FALSE
812,tt0103639,en,Aladdin,1992-11-25,Aladdin,FALSE
280,tt0103064,en,Terminator 2: Judgment Day,1991-07-01,Terminator 2: Judgment Day,FALSE
581,tt0099348,en,Dances with Wolves,1990-11-09,Dances with Wolves,FALSE
80350,tt0114706,en,Tough and Deadly,1995-02-14,Tough and Deadly,FALSE
268,tt0096895,en,Batman,1989-06-23,Batman,FALSE
274,tt0102926,en,The Silence of the Lambs,1991-02-01,The Silence of the Lambs,FALSE
408,tt0029583,en,Snow White and the Seven Dwarfs,1937-12-20,Snow White and the Seven Dwarfs,FALSE
10020,tt0101414,en,Beauty and the Beast,1991-11-13,Beauty and the Beast,FALSE
10895,tt0032910,en,Pinocchio,1940-02-23,Pinocchio,FALSE
114,tt0100405,en,Pretty Woman,1990-03-23,Pretty Woman,FALSE
41043,tt0110719,ru,Окно в Париж,1993-12-01,Window to Paris,FALSE
576,tt0065214,en,The Wild Bunch,1969-06-17,The Wild Bunch,FALSE
15477,tt0110395,en,Love and a .45,1994-11-23,Love and a .45,FALSE
59146,tt0111752,en,The Wooden Man's Bride,1994-02-05,The Wooden Man's Bride,FALSE
124472,tt0109934,en,A Great Day in Harlem,1994-09-27,A Great Day in Harlem,FALSE
30528,tt0112606,en,Bye Bye Love,1995-03-16,Bye Bye Love,FALSE
7300,tt0117247,en,One Fine Day,1996-12-20,One Fine Day,FALSE
10824,tt0112625,en,Candyman: Farewell to the Flesh,1995-03-17,Candyman: Farewell to the Flesh,FALSE
261246,tt0106537,en,Century,1993-12-31,Century,FALSE
275,tt0116282,en,Fargo,1996-04-05,Fargo,FALSE
25059,tt0116552,en,Homeward Bound II: Lost in San Francisco,1996-03-08,Homeward Bound II: Lost in San Francisco,FALSE
11827,tt0082509,en,Heavy Metal,1981-08-07,Heavy Metal,FALSE
8766,tt0116514,en,Hellraiser: Bloodline,1996-03-08,Hellraiser: Bloodline,FALSE
23570,tt0117283,en,The Pallbearer,1996-05-03,The Pallbearer,FALSE
47333,tt0116684,en,Jane Eyre,1996-02-09,Jane Eyre,FALSE
54850,tt0110374,en,Loaded,1996-04-12,Loaded,FALSE
51242,tt0070506,it,Pane e cioccolata,1974-05-05,Bread and Chocolate,FALSE
10112,tt0065421,en,The Aristocats,1970-12-23,The Aristocats,FALSE
4307,tt0113083,es,La flor de mi secreto,1995-09-22,The Flower of My Secret,FALSE
46029,tt0118001,en,Two Much,1996-02-14,Two Much,FALSE
32308,tt0116165,en,Ed,1996-03-15,Ed,FALSE
88893,tt0102855,de,Schrei aus Stein,1991-01-01,Scream of Stone,FALSE
52873,tt0107471,fr,Ma saison préférée,1993-05-14,My Favorite Season,FALSE
123505,tt0113839,en,A Modern Affair,1996-09-06,A Modern Affair,FALSE
340210,tt0112712,en,Condition Red,1995-12-08,Condition Red,FALSE
44281,tt0090665,en,Asfour Stah,1990-01-01,Halfaouine: Boy of the Terraces,FALSE
28121,tt0117891,en,A Thin Line Between Love and Hate,1996-04-04,A Thin Line Between Love and Hate,FALSE
12520,tt0113613,en,The Last Supper,1995-09-08,The Last Supper,FALSE
1592,tt0117381,en,Primal Fear,1996-04-03,Primal Fear,FALSE
166901,tt0114305,en,Rude,1995-09-08,Rude,FALSE
36447,tt0115837,en,Carried Away,1996-01-26,Carried Away,FALSE
19042,tt0115509,en,All Dogs Go to Heaven 2,1996-03-29,All Dogs Go to Heaven 2,FALSE
38884,tt0114671,en,Land and Freedom,1995-01-01,Land and Freedom,FALSE
47449,tt0112844,en,Denise Calls Up,1995-05-17,Denise Calls Up,FALSE
36259,tt0114658,en,Theodore Rex,1995-12-14,Theodore Rex,FALSE
41852,tt0116275,en,A Family Thing,1996-03-29,A Family Thing,FALSE
40926,tt0113122,en,Frisk,1996-03-22,Frisk,FALSE
9099,tt0117608,en,Sgt. Bilko,1996-03-29,Sgt. Bilko,FALSE
2021,tt0113448,en,Jack & Sarah,1995-06-02,Jack & Sarah,FALSE
61752,tt0116414,en,Girl 6,1996-03-22,Girl 6,FALSE
10988,tt0116095,en,Diabolique,1996-03-22,Diabolique,FALSE
11479,tt0111543,fr,Un indien dans la ville,1994-12-14,"Little Indian, Big City",FALSE
398959,tt0117517,de,Roula - Dunkle Geheimnisse,1995-09-11,Roula,FALSE
287305,tt0117312,de,Peanuts – Die Bank zahlt alles,1996-03-21,Peanuts – Die Bank zahlt alles,FALSE
339428,tt0116485,de,Happy Weekend,1996-03-14,Happy Weekend,FALSE
12652,tt0113947,fr,Nelly & Monsieur Arnaud,1996-04-12,Nelly and Monsieur Arnaud,FALSE
10684,tt0115956,en,Courage Under Fire,1996-07-04,Courage Under Fire,FALSE
954,tt0117060,en,Mission: Impossible,1996-05-22,Mission: Impossible,FALSE
68445,tt0109028,de,Á köldum klaka,1995-02-10,Cold Fever,FALSE
18989,tt0117071,en,Moll Flanders,1996-06-14,Moll Flanders,FALSE
10801,tt0117788,de,Das Superweib,1996-03-06,The Superwife,FALSE
54285,tt0112257,ko,삼공일 삼공이,1995-04-22,"301, 302",FALSE
8840,tt0116136,en,DragonHeart,1996-05-31,DragonHeart,FALSE
278978,tt0118026,de,Und keiner weint mir nach,1996-02-29,Und keiner weint mir nach,FALSE
124625,tt0117117,de,My Mother's Courage,1995-09-12,My Mother's Courage,FALSE
11107,tt0116168,en,Eddie,1996-05-31,Eddie,FALSE
16417,tt0111787,en,Yankee Zulu,1993-12-01,Yankee Zulu,FALSE
70934,tt0112509,en,Billy's Holiday,1995-07-26,Billy's Holiday,FALSE
10363,tt0054189,fr,Plein soleil,1960-03-10,Purple Noon,FALSE
